diff,msg,isGood
"mmm a / percent / src / android / support / percent / PercentFrameLayout . java <nl> ppp b / percent / src / android / support / percent / PercentFrameLayout . java <nl> import android . widget . FrameLayout ; <nl> * app : layout_constraintBottom_toBottomOf = "" @ + id / bottom_guideline "" / & gt <nl> * <nl> * & lt ; / android . support . constraint . ConstraintLayout & gt <nl> + * < / pre > <nl> * / <nl> @ Deprecated <nl> public class PercentFrameLayout extends FrameLayout {",Add missing end tag for PercenFrameLayout docs . . Bug : 64758497 .,0
mmm a / src / com / android / launcher3 / ExtendedEditText . java <nl> ppp b / src / com / android / launcher3 / ExtendedEditText . java <nl> public class ExtendedEditText extends EditText { <nl> @ Override <nl> public void onCommitCompletion ( CompletionInfo text ) { <nl> setText ( text . getText ( ) ) ; <nl> + setSelection ( text . getText ( ) . length ( ) ) ; <nl> } <nl> <nl> / * *,Move the cursor to the end after accepting gboard selection .,0
"mmm BraveP6SpyTests . java <nl> ppp BraveP6SpyTests . java <nl> - public class BraveP6SpyTests { <nl> + public class BraveP6SpyTest { <nl> mmm DerbyUtils . java <nl> ppp DerbyUtils . java <nl> - System . setProperty(""derby . stream . error . field"", BraveP6SpyTests . class . getName() + "" . DEV_NULL"") ; <nl> + System . setProperty(""derby . stream . error . field"", DerbyUtils . class . getName() "" . DEV_NULL"") ; <nl>",rename bravep6spytests to bravep6spytest so that it run under ci,1
"mmm PartTreeJpaQuery . java <nl> ppp PartTreeJpaQuery . java <nl> + import javax . persistence . TypedQuery ; <nl> + import org . springframework . data . domain . Pageable ; <nl> + SimpleParameterAccessor accessor = <nl> + new SimpleParameterAccessor(getParameters(), parameters) ; <nl> - new JpaQueryCreator(tree, new SimpleParameterAccessor( <nl> - getParameters(), parameters), domainClass, <nl> + new JpaQueryCreator(tree, accessor, domainClass, <nl> - return getEntityManager() . createQuery(jpaQueryCreator . createQuery()) ; <nl> + TypedQuery<Object> query = <nl> + getEntityManager() . createQuery(jpaQueryCreator . createQuery()) ; <nl> + if (getParameters() . hasPageableParameter()) { <nl> + Pageable pageable = accessor . getPageable() ; <nl> + <nl>",fix miss application of pageable hand to query method use query derivation from the method name,1
mmm a / drools - core / src / main / java / org / drools / base / mvel / MVELDebugHandler . java <nl> ppp b / drools - core / src / main / java / org / drools / base / mvel / MVELDebugHandler . java <nl> public final class MVELDebugHandler { <nl> <nl> private static Boolean debugMode = null ; <nl> <nl> - public static final boolean verbose = false ; <nl> + public static final boolean verbose = true ; <nl> <nl> static { <nl> MVELRuntime . setThreadDebugger ( new MVELDebugger ( ) ) ;,turning on verbose mode for mvel debugger .,0
"mmm BitfinexAdapters . java <nl> ppp BitfinexAdapters . java <nl> - OrderType orderType = trade . getExecAmount() . signum() <= 0 ? OrderType . BID : OrderType . ASK ; <nl> + OrderType orderType = trade . getExecAmount() . signum() >= 0 ? OrderType . BID : OrderType . ASK ; <nl> - Date timestamp = DateUtils . fromMillisUtc(trade . getTimestamp()) ; <nl> - new UserTrade( <nl> - orderType, <nl> - amount, <nl> - adaptCurrencyPair(trade . getSymbol()), <nl> - trade . getExecPrice(), <nl> - timestamp, <nl> - trade . getId(), <nl> - trade . getOrderId(), <nl> - fee, <nl> <nl>",remove getter/setters again because lombok will generate those,1
"mmm a / alts / src / main / java / io / grpc / alts / internal / AltsAuthContext . java <nl> ppp b / alts / src / main / java / io / grpc / alts / internal / AltsAuthContext . java <nl> public final class AltsAuthContext { <nl> * @ return the context ' s peer attributes . <nl> * / <nl> public Map < String , String > getPeerAttributes ( ) { <nl> - return context . getPeerAttributes ( ) ; <nl> + return context . getPeerAttributesMap ( ) ; <nl> } <nl> }",Migrate java proto map getter from get < field > to get < field > Map .,0
mmm a / src / com / ichi2 / anki / StudyOptions . java <nl> ppp b / src / com / ichi2 / anki / StudyOptions . java <nl> public class StudyOptions extends Activity { <nl> * Backup <nl> * / <nl> File [ ] mBackups ; <nl> - public static final int MIN_FREE_SPACE = 10000 ; <nl> + public static final int MIN_FREE_SPACE = 10 ; <nl> <nl> / * * <nl> * Statistics,revert test to set for empty space,1
"mmm a / OsmAnd - java / src / net / osmand / NativeLibrary . java <nl> ppp b / OsmAnd - java / src / net / osmand / NativeLibrary . java <nl> public class NativeLibrary { <nl> RenderingRuleSearchRequest request , boolean skipDuplicates , int renderRouteDataFile , Object objectWithInterruptedField , <nl> String msgIfNothingFound ) ; <nl> <nl> + protected static native boolean initFontType ( byte [ ] byteData , String name , boolean bold , boolean italic ) ; <nl> <nl> / * * / <nl> / / Empty native impl",Add support for custom fonts,0
mmm a / java / client / test / org / openqa / selenium / TypingTest . java <nl> ppp b / java / client / test / org / openqa / selenium / TypingTest . java <nl> <nl> public class TypingTest extends AbstractDriverTestCase { <nl> <nl> @ JavascriptEnabled <nl> + @ Ignore ( ANDROID ) <nl> public void testShouldFireKeyPressEvents ( ) { <nl> driver . get ( pages . javascriptPage ) ;,Ignoring testShouldFireKeyPressEvents for Android . . r13543,0
"mmm a / src / com / facebook / buck / cxx / CxxLink . java <nl> ppp b / src / com / facebook / buck / cxx / CxxLink . java <nl> public class CxxLink extends AbstractBuildRule { <nl> protected RuleKey . Builder appendDetailsToRuleKey ( RuleKey . Builder builder ) { <nl> return builder <nl> . setInput ( "" linker "" , linker ) <nl> + . set ( "" output "" , output . toString ( ) ) <nl> . set ( "" args "" , args ) ; <nl> }",Include output path in rule key for CxxLink build rule,0
"mmm a / minicluster / src / main / java / tachyon / master / LocalTachyonCluster . java <nl> ppp b / minicluster / src / main / java / tachyon / master / LocalTachyonCluster . java <nl> public final class LocalTachyonCluster { <nl> if ( mUfsCluster ! = null ) { <nl> mUfsCluster . cleanup ( ) ; <nl> } <nl> + / / TODO ( gpang ) : is this line necessary ? <nl> System . clearProperty ( "" tachyon . underfs . address "" ) ; <nl> }",Add todo for investigating system property clearing,1
mmm a / src / main / java / io / vertx / core / http / impl / HttpClientRequestBase . java <nl> ppp b / src / main / java / io / vertx / core / http / impl / HttpClientRequestBase . java <nl> abstract class HttpClientRequestBase implements HttpClientRequest { <nl> return uri ; <nl> } <nl> <nl> + public String host ( ) { <nl> + return host ; <nl> + } <nl> + <nl> @ Override <nl> public io . vertx . core . http . HttpMethod method ( ) { <nl> return method ;,Allow access to host ( ) field .,0
"mmm a / flink - runtime / src / main / java / org / apache / flink / runtime / executiongraph / Execution . java <nl> ppp b / flink - runtime / src / main / java / org / apache / flink / runtime / executiongraph / Execution . java <nl> public class Execution implements AccessExecution , Archiveable < ArchivedExecution <nl> processFail ( t , true , userAccumulators , metrics ) ; <nl> } <nl> <nl> + @ VisibleForTesting <nl> void markFinished ( ) { <nl> markFinished ( null , null ) ; <nl> }",Add @ VisibleForTesting to Execution # markFinished ( ),0
"mmm AsyncHttpClientConfig . java <nl> ppp AsyncHttpClientConfig . java <nl> + private final int maxRequestRetry ; <nl> - int requestCompressionLevel) { <nl> + int requestCompressionLevel, int maxRequestRetry) { <nl> + this . maxRequestRetry = maxRequestRetry ; <nl> + public int getMaxRequestRetry() { <nl> + return maxRequestRetry ; <nl> + } <nl> + private int maxRequestRetry = 5 ; <nl> + public Builder setMaxRequestRetry(int maxRequestRetry) { <nl> + this . maxRequestRetry = maxRequestRetry ; <nl> + return this ; <nl> + } <nl> - requestCompressionLevel) ; <nl> + requestCompressionLevel, <nl> + maxRequestRetry) ; <nl> mmm SimpleAsyncHttpClient . java <nl> ppp <nl>",add support for configure the number of time a library will retry request under ioexception because the value be hardcoded to 5,1
mmm a / src / gwt / src / org / rstudio / core / client / theme / WindowFrame . java <nl> ppp b / src / gwt / src / org / rstudio / core / client / theme / WindowFrame . java <nl> public class WindowFrame extends Composite <nl> { <nl> if ( ! isVisible ( ) ) <nl> fireEvent ( new WindowStateChangeEvent ( WindowState . NORMAL ) ) ; <nl> + <nl> + events_ . fireEvent ( new WindowEnsureVisibleEvent ( this ) ) ; <nl> } <nl> <nl> @ Override,allow panes to raise themselves again,0
mmm a / src / main / java / eu / siacs / conversations / ui / adapter / MessageAdapter . java <nl> ppp b / src / main / java / eu / siacs / conversations / ui / adapter / MessageAdapter . java <nl> public class MessageAdapter extends ArrayAdapter < Message > { <nl> } else { <nl> viewHolder . indicator . clearColorFilter ( ) ; <nl> } <nl> + } else { <nl> + viewHolder . indicator . clearColorFilter ( ) ; <nl> } <nl> },Reset lock color for non - axolotl messages,0
mmm IoTDBQuotedPathIT . java <nl> ppp IoTDBQuotedPathIT . java <nl> - package org . apache . iotdb . db . integration ; <nl> + package org . apache . iotdb . db . it ; <nl> - import org . apache . iotdb . integration . env . EnvFactory ; <nl> - import org . apache . iotdb . itbase . category . ClusterTest ; <nl> - import org . apache . iotdb . itbase . category . LocalStandaloneTest ; <nl> - import org . apache . iotdb . itbase . category . RemoteTest ; <nl> - import org <nl>,add path relate it in new cluster,0
"mmm a / java / client / test / org / openqa / selenium / testing / Ignore . java <nl> ppp b / java / client / test / org / openqa / selenium / testing / Ignore . java <nl> <nl> IPHONE , <nl> OPERA , <nl> OPERA_MOBILE , <nl> - PHANTOMJS , <nl> + PHANTOMJS , <nl> REMOTE , <nl> SAFARI , <nl> SELENESE ,",Removing tabs for spaces .,0
"mmm a / src / soot / asm / MethodBuilder . java <nl> ppp b / src / soot / asm / MethodBuilder . java <nl> class MethodBuilder extends JSRInlinerAdapter { <nl> } <nl> if ( method . isConcrete ( ) ) { <nl> method . setSource ( new AsmMethodSource ( maxLocals , instructions , <nl> - localVariables , tryCatchBlocks ) ) ; <nl> + localVariables , tryCatchBlocks , scb . getKlass ( ) . moduleName ) ) ; <nl> } <nl> } <nl> } <nl> \ No newline at end of file",adapted MethodBuilder to resolve class references java 9 correctly,1
mmm a / v7 / appcompat / src / android / support / v7 / app / AppCompatDelegateImplV9 . java <nl> ppp b / v7 / appcompat / src / android / support / v7 / app / AppCompatDelegateImplV9 . java <nl> class AppCompatDelegateImplV9 extends AppCompatDelegateImplBase <nl> <nl> @ Override <nl> public void onDestroy ( ) { <nl> + if ( mInvalidatePanelMenuPosted ) { <nl> + mWindow . getDecorView ( ) . removeCallbacks ( mInvalidatePanelMenuRunnable ) ; <nl> + } <nl> + <nl> super . onDestroy ( ) ; <nl> <nl> if ( mActionBar ! = null ) {,Remove callback to invalidate menu if necessary am : 0fd23ee98e .,0
mmm a / src / main / java / graphql / execution / ExecutionResult . java <nl> ppp b / src / main / java / graphql / execution / ExecutionResult . java <nl> public class ExecutionResult { <nl> <nl> private List < ValidationError > validationErrors = new ArrayList < > ( ) ; <nl> <nl> + public List < ValidationError > getValidationErrors ( ) { <nl> + return validationErrors ; <nl> + } <nl> + <nl> public void setValidationErrors ( List < ValidationError > validationErrors ) { <nl> this . validationErrors = validationErrors ; <nl> },Add getter for validationErrors,0
mmm a / spring - cucumber / src / test / java / org / baeldung / SpringContextTest . java <nl> ppp b / spring - cucumber / src / test / java / com / baeldung / SpringContextTest . java <nl> <nl> - package org . baeldung ; <nl> + package com . baeldung ; <nl> <nl> import org . junit . Test ; <nl> import org . junit . runner . RunWith ;,Migrate spring - cucumber to com . baeldung,0
mmm a / core / src / main / java / org / axonframework / queryhandling / responsetypes / MultipleInstancesResponseType . java <nl> ppp b / core / src / main / java / org / axonframework / queryhandling / responsetypes / MultipleInstancesResponseType . java <nl> public MultipleInstancesResponseType ( Class < R > expectedCollectionGenericType ) { <nl> @ Override <nl> public boolean matches ( Type responseType ) { <nl> return isCollectionOfExpectedType ( responseType ) | | <nl> + isStreamOfExpectedType ( responseType ) | | <nl> isGenericArrayOfExpectedType ( responseType ) | | <nl> isArrayOfExpectedType ( responseType ) ; <nl> },Add isStreamOfExpectedType ( ) to match call .,1
"mmm a / jar - class - loader / src / main / java / com / thoughtworks / gocd / AssertJava . java <nl> ppp b / jar - class - loader / src / main / java / com / thoughtworks / gocd / AssertJava . java <nl> public class AssertJava { <nl> JavaVersion . VERSION_11 , <nl> JavaVersion . VERSION_12 , <nl> JavaVersion . VERSION_13 , <nl> - JavaVersion . VERSION_14 <nl> + JavaVersion . VERSION_14 , <nl> + JavaVersion . VERSION_15 <nl> ) ) ; <nl> <nl> public static void assertVMVersion ( ) {",Allow JDK 15 in prep for 20 . 9 . 0,0
mmm a / drools - core / src / main / java / org / drools / spi / ProcessContext . java <nl> ppp b / drools - core / src / main / java / org / drools / spi / ProcessContext . java <nl> public class ProcessContext implements org . kie . runtime . process . ProcessContext { <nl> return kruntime ; <nl> } <nl> <nl> + public KieRuntime getKnowledgeRuntime ( ) { <nl> + return kruntime ; <nl> + } <nl> + <nl> },adding getKnowledgeRuntime ( ) for backwards compatibility,1
mmm a / gson / src / test / java / com / google / gson / functional / PrettyPrintingTest . java <nl> ppp b / gson / src / test / java / com / google / gson / functional / PrettyPrintingTest . java <nl> public class PrettyPrintingTest extends TestCase { <nl> private static int PRINT_MARGIN = 80 ; <nl> private static int RIGHT_MARGIN = 4 ; <nl> <nl> - private static boolean DEBUG = true ; <nl> + private static boolean DEBUG = false ; <nl> <nl> private Gson gson ;,Set the DEBUG bit back to false .,0
mmm a / jOOQ / src / main / java / org / jooq / impl / Execute . java <nl> ppp b / jOOQ / src / main / java / org / jooq / impl / Execute . java <nl> package org . jooq . impl ; <nl> <nl> <nl> <nl> + <nl> + <nl> + <nl> + <nl> + <nl> +,Add support for DSL . execute ( ) in Oracle,0
